links,dates,places,scores_exterieur,scores_domicile,domiciles,exterieurs,vainqueurs
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/ol-dijon-live/477168,2020-08-28 21:00:00,Lyon,1,4,Lyon,Dijon,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/rennes-montpellier-live/477172,2020-08-29 17:00:00,Rennes,1,2,Rennes,Montpellier,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/strasbourg-nice-live/477174,2020-08-29 21:00:00,Strasbourg,2,0,Strasbourg,Nice,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/reims-lille-live/477171,2020-08-30 13:00:00,Reims,1,0,Reims,Lille,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nantes-nimes-live/477170,2020-08-30 15:00:00,Nantes,1,2,Nantes,Nîmes,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/asse-lorient-live/477173,2020-08-30 15:00:00,Saint-Étienne,0,2,Saint-Étienne,Lorient,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/angers-bordeaux-live/477167,2020-08-30 15:00:00,Angers,2,0,Angers,Bordeaux,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/metz-monaco-live/477169,2020-08-30 15:00:00,Metz,1,0,Metz,Monaco,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/brest-om-live/477166,2020-08-30 21:00:00,Brest,3,2,Brest,Marseille,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lens-psg-live/477165,2020-09-10 21:00:00,Lens,0,1,Lens,Paris-SG,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/bordeaux-ol-live/477177,2020-09-11 21:00:00,Bordeaux,0,0,Bordeaux,Lyon,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/montpellier-nice-live/477182,2020-09-12 17:00:00,Montpellier,1,3,Montpellier,Nice,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/asse-strasbourg-live/477184,2020-09-12 21:00:00,Saint-Étienne,0,2,Saint-Étienne,Strasbourg,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lille-metz-live/477179,2020-09-13 13:00:00,Lille,0,1,Lille,Metz,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nimes-rennes-live/477183,2020-09-13 15:00:00,Nîmes,4,2,Nîmes,Rennes,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lorient-lens-live/477180,2020-09-13 15:00:00,Lorient,3,2,Lorient,Lens,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/angers-reims-live/477176,2020-09-13 15:00:00,Angers,0,1,Angers,Reims,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/dijon-brest-live/477178,2020-09-13 15:00:00,Dijon,2,0,Dijon,Brest,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/monaco-nantes-live/477181,2020-09-13 17:00:00,Monaco,1,2,Monaco,Nantes,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/psg-om-live/477175,2020-09-13 21:00:00,Paris,1,0,Paris-SG,Marseille,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/ol-nimes-live/477188,2020-09-18 21:00:00,Lyon,0,0,Lyon,Nîmes,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lens-bordeaux-live/477187,2020-09-19 17:00:00,Lens,1,2,Lens,Bordeaux,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/rennes-monaco-live/477193,2020-09-19 21:00:00,Rennes,1,2,Rennes,Monaco,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nice-psg-live/477185,2020-09-20 13:00:00,Nice,3,0,Nice,Paris-SG,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/montpellier-angers-live/477191,2020-09-20 15:00:00,Montpellier,1,4,Montpellier,Angers,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/brest-lorient-live/477186,2020-09-20 15:00:00,Brest,2,3,Brest,Lorient,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/metz-reims-live/477190,2020-09-20 15:00:00,Metz,1,2,Metz,Reims,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/strasbourg-dijon-live/477194,2020-09-20 15:00:00,Strasbourg,0,1,Strasbourg,Dijon,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nantes-asse-live/477192,2020-09-20 17:00:00,Nantes,2,2,Nantes,Saint-Étienne,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/om-lille-live/477189,2020-09-20 21:00:00,Marseille,1,1,Marseille,Lille,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lille-nantes-live/477199,2020-09-25 21:00:00,Lille,0,2,Lille,Nantes,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/asse-rennes-live/477204,2020-09-26 17:00:00,Saint-Étienne,3,0,Saint-Étienne,Rennes,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/om-metz-live/477201,2020-09-26 21:00:00,Marseille,1,1,Marseille,Metz,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/bordeaux-nice-live/477197,2020-09-27 13:00:00,Bordeaux,0,0,Bordeaux,Nice,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/dijon-montpellier-live/477198,2020-09-27 15:00:00,Dijon,2,2,Dijon,Montpellier,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nimes-lens-live/477203,2020-09-27 15:00:00,Nîmes,1,1,Nîmes,Lens,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/monaco-strasbourg-live/477202,2020-09-27 15:00:00,Monaco,2,3,Monaco,Strasbourg,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/angers-brest-live/477196,2020-09-27 15:00:00,Angers,2,3,Angers,Brest,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lorient-ol-live/477200,2020-09-27 17:00:00,Lorient,1,1,Lorient,Lyon,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/reims-psg-live/477195,2020-09-27 21:00:00,Reims,2,0,Reims,Paris-SG,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/psg-angers-live/477205,2020-10-02 21:00:00,Paris,1,6,Paris-SG,Angers,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lens-asse-live/477208,2020-10-03 17:00:00,Lens,0,2,Lens,Saint-Étienne,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nice-nantes-live/477212,2020-10-03 21:00:00,Nice,1,2,Nice,Nantes,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/montpellier-nimes-live/477211,2020-10-04 13:00:00,Montpellier,1,0,Montpellier,Nîmes,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/strasbourg-lille-live/477214,2020-10-04 15:00:00,Strasbourg,3,0,Strasbourg,Lille,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/brest-monaco-live/477207,2020-10-04 15:00:00,Brest,0,1,Brest,Monaco,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/bordeaux-dijon-live/477206,2020-10-04 15:00:00,Bordeaux,0,3,Bordeaux,Dijon,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/metz-lorient-live/477210,2020-10-04 15:00:00,Metz,1,3,Metz,Lorient,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/rennes-reims-live/477213,2020-10-04 17:00:00,Rennes,2,2,Rennes,Reims,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/ol-om-live/477209,2020-10-04 21:00:00,Lyon,1,1,Lyon,Marseille,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/dijon-rennes-live/477218,2020-10-16 19:00:00,Dijon,1,1,Dijon,Rennes,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nimes-psg-live/477215,2020-10-16 21:00:00,Nîmes,4,0,Nîmes,Paris-SG,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/reims-lorient-live/477222,2020-10-17 17:00:00,Reims,3,1,Reims,Lorient,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/om-bordeaux-live/477220,2020-10-17 21:00:00,Marseille,1,3,Marseille,Bordeaux,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/strasbourg-ol-live/477224,2020-10-18 13:00:00,Strasbourg,3,2,Strasbourg,Lyon,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/monaco-montpellier-live/477219,2020-10-18 15:00:00,Monaco,1,1,Monaco,Montpellier,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nantes-brest-live/477221,2020-10-18 15:00:00,Nantes,1,3,Nantes,Brest,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/angers-metz-live/477216,2020-10-18 15:00:00,Angers,1,1,Angers,Metz,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/asse-nice-live/477223,2020-10-18 17:00:00,Saint-Étienne,3,1,Saint-Étienne,Nice,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lille-lens-live/477217,2020-10-18 21:00:00,Lille,0,4,Lille,Lens,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/rennes-angers-live/477234,2020-10-23 21:00:00,Rennes,2,1,Rennes,Angers,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lorient-om-live/477229,2020-10-24 17:00:00,Lorient,1,0,Lorient,Marseille,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/psg-dijon-live/477225,2020-10-24 21:00:00,Paris,0,4,Paris-SG,Dijon,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/montpellier-reims-live/477232,2020-10-25 15:00:00,Montpellier,4,0,Montpellier,Reims,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/metz-asse-live/477231,2020-10-25 15:00:00,Metz,0,2,Metz,Saint-Étienne,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/bordeaux-nimes-live/477226,2020-10-25 15:00:00,Bordeaux,0,2,Bordeaux,Nîmes,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/brest-strasbourg-live/477227,2020-10-25 15:00:00,Brest,3,0,Brest,Strasbourg,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nice-lille-live/477233,2020-10-25 17:00:00,Nice,1,1,Nice,Lille,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/ol-monaco-live/477230,2020-10-25 21:00:00,Lyon,1,4,Lyon,Monaco,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lens-nantes-live/477228,2020-11-25 19:00:00,Lens,1,1,Lens,Nantes,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/rennes-brest-live/477243,2020-10-31 17:00:00,Rennes,1,2,Rennes,Brest,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nantes-psg-live/477235,2020-10-31 21:00:00,Nantes,3,0,Nantes,Paris-SG,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/asse-montpellier-live/477244,2020-11-01 13:00:00,Saint-Étienne,1,0,Saint-Étienne,Montpellier,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/angers-nice-live/477236,2020-11-01 15:00:00,Angers,3,0,Angers,Nice,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nimes-metz-live/477241,2020-11-01 15:00:00,Nîmes,1,0,Nîmes,Metz,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/dijon-lorient-live/477237,2020-11-01 15:00:00,Dijon,0,0,Dijon,Lorient,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/reims-strasbourg-live/477242,2020-11-01 15:00:00,Reims,1,2,Reims,Strasbourg,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/monaco-bordeaux-live/477240,2020-11-01 17:00:00,Monaco,0,4,Monaco,Bordeaux,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lille-ol-live/477238,2020-11-01 21:00:00,Lille,1,1,Lille,Lyon,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/om-lens-live/477239,2021-01-20 21:00:00,Marseille,1,0,Marseille,Lens,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/strasbourg-om-live/477254,2020-11-06 21:00:00,Strasbourg,1,0,Strasbourg,Marseille,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/bordeaux-montpellier-live/477246,2020-11-07 17:00:00,Bordeaux,2,0,Bordeaux,Montpellier,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/psg-rennes-live/477245,2020-11-07 21:00:00,Paris,0,3,Paris-SG,Rennes,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/brest-lille-live/477247,2020-11-08 13:00:00,Brest,2,3,Brest,Lille,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lens-reims-live/477248,2020-11-08 15:00:00,Lens,4,4,Lens,Reims,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/metz-dijon-live/477251,2020-11-08 15:00:00,Metz,1,1,Metz,Dijon,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nimes-angers-live/477253,2020-11-08 15:00:00,Nîmes,5,1,Nîmes,Angers,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lorient-nantes-live/477249,2020-11-08 15:00:00,Lorient,2,0,Lorient,Nantes,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nice-monaco-live/477252,2020-11-08 17:00:00,Nice,2,1,Nice,Monaco,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/ol-asse-live/477250,2020-11-08 21:00:00,Lyon,1,2,Lyon,Saint-Étienne,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/rennes-bordeaux-live/477264,2020-11-20 19:00:00,Rennes,1,0,Rennes,Bordeaux,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/monaco-psg-live/477255,2020-11-20 21:00:00,Monaco,2,3,Monaco,Paris-SG,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/brest-asse-live/477257,2020-11-21 17:00:00,Brest,1,4,Brest,Saint-Étienne,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nantes-metz-live/477262,2020-11-22 13:00:00,Nantes,1,1,Nantes,Metz,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/montpellier-strasbourg-live/477261,2020-11-22 15:00:00,Montpellier,3,4,Montpellier,Strasbourg,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/dijon-lens-live/477258,2020-11-22 15:00:00,Dijon,1,0,Dijon,Lens,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/reims-nimes-live/477263,2020-11-22 15:00:00,Reims,1,0,Reims,Nîmes,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/angers-ol-live/477256,2020-11-22 17:00:00,Angers,1,0,Angers,Lyon,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lille-lorient-live/477259,2020-11-22 21:00:00,Lille,0,4,Lille,Lorient,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/om-nice-live/477260,2021-02-17 21:00:00,Marseille,2,3,Marseille,Nice,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/strasbourg-rennes-live/477274,2020-11-27 21:00:00,Strasbourg,1,1,Strasbourg,Rennes,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/om-nantes-live/477269,2020-11-28 17:00:00,Marseille,1,3,Marseille,Nantes,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/psg-bordeaux-live/477265,2020-11-28 21:00:00,Paris,2,2,Paris-SG,Bordeaux,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/ol-reims-live/477268,2020-11-29 13:00:00,Lyon,0,3,Lyon,Reims,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lens-angers-live/477266,2020-11-29 15:00:00,Lens,3,1,Lens,Angers,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lorient-montpellier-live/477267,2020-11-29 15:00:00,Lorient,1,0,Lorient,Montpellier,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/monaco-nimes-live/477271,2020-11-29 15:00:00,Monaco,0,3,Monaco,Nîmes,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/metz-brest-live/477270,2020-11-29 15:00:00,Metz,2,0,Metz,Brest,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nice-dijon-live/477272,2020-11-29 17:00:00,Nice,3,1,Nice,Dijon,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/asse-lille-live/477273,2020-11-29 21:00:00,Saint-Étienne,1,1,Saint-Étienne,Lille,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nimes-om-live/477281,2020-12-04 21:00:00,Nîmes,2,0,Nîmes,Marseille,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/rennes-lens-live/477283,2020-12-05 17:00:00,Rennes,2,0,Rennes,Lens,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/montpellier-psg-live/477275,2020-12-05 21:00:00,Montpellier,3,1,Montpellier,Paris-SG,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lille-monaco-live/477278,2020-12-06 13:00:00,Lille,1,2,Lille,Monaco,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/angers-lorient-live/477276,2020-12-06 15:00:00,Angers,0,2,Angers,Lorient,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/bordeaux-brest-live/477284,2020-12-06 15:00:00,Bordeaux,0,1,Bordeaux,Brest,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nantes-strasbourg-live/477280,2020-12-06 15:00:00,Nantes,4,0,Nantes,Strasbourg,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/dijon-asse-live/477277,2020-12-06 15:00:00,Dijon,0,0,Dijon,Saint-Étienne,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/reims-nice-live/477282,2020-12-06 17:00:00,Reims,0,0,Reims,Nice,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/metz-ol-live/477279,2020-12-06 21:00:00,Metz,3,1,Metz,Lyon,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/asse-angers-live/477293,2020-12-11 21:00:00,Saint-Étienne,0,0,Saint-Étienne,Angers,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/om-monaco-live/477289,2020-12-12 17:00:00,Marseille,1,2,Marseille,Monaco,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lens-montpellier-live/477286,2020-12-12 21:00:00,Lens,3,2,Lens,Montpellier,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nice-rennes-live/477291,2020-12-13 13:00:00,Nice,1,0,Nice,Rennes,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/brest-reims-live/477285,2020-12-13 15:00:00,Brest,1,2,Brest,Reims,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/strasbourg-metz-live/477294,2020-12-13 15:00:00,Strasbourg,2,2,Strasbourg,Metz,ex-aequo
